6.331106622559000696e-01,2.696181938785640608e-01,4.051165924110695649e-01,2.964615164497765298e-01,1.290012976735031569e-01,-7.984760393153501612e-01,-1.042975428937610860e-01,4.117457285936263478e-01,-1.284782824204903640e-01,-2.269437281330471401e-01
-6.467058019656556356e-01,-1.665594949910441380e-01,3.746402813227404094e-01,-7.887576445411330628e-01,6.539476986311538731e-01,5.315704066121927918e-01,1.063002950967042032e-01,-2.840991858870455244e-01,1.977506575023964611e-02,-3.279306889802565683e-01
-3.492000672919510218e-01,3.113407393644996857e-01,2.955972314966558989e-01,-1.181261381281561856e-01,4.492042018948636528e-01,-1.452986111129265234e-01,-4.794120068518322175e-01,7.129071711582505300e-01,3.338729523173151192e-01,2.566505049476669464e-01
-2.987472788894971476e-01,3.514969579681345019e-02,-1.385133945213974649e-01,-2.277696994366387173e-01,1.906466365855390144e-02,-3.819352203427119341e-01,6.526929918975515887e-01,7.223457014591437853e-01,3.925639731108822583e-01,-1.731061900982528157e-01
-3.107791909649372242e-01,2.194433746451390776e-01,-1.421407252157095569e-01,3.666458100779090845e-02,-3.907965937324910377e-01,-1.282424119881493407e-01,1.665714554546199044e-01,-6.206064039743252048e-01,3.566190439819760805e-01,1.111620383558232783e+00
4.801672944798747178e-01,-2.501930678769158645e-01,3.875733959761602787e-02,-3.225353858479986791e-01,2.414917027903122626e-01,-7.448032197074317962e-01,6.485750780837609142e-01,4.490975181935704524e-02,2.745518064528246760e-01,2.888183930214903161e-01
-2.320830358708489138e-01,-5.431597196348059153e-01,-1.723583225106954664e-01,2.182016071409446367e-01,8.385987405095134406e-01,-6.759876450984984020e-01,-4.194264930444772665e-01,-4.065385968846766396e-01,-1.541841288407474475e-01,4.719875014552635251e-01
1.540010776765932121e-01,4.179416662422300206e-04,-1.054174517724293381e-01,3.763193899659113550e-01,-5.214471428625198079e-01,7.141059970144226776e-01,1.172556903276079643e-01,-2.253855211262503419e-02,-1.944751688831027614e-01,-3.969925589392496179e-01
3.338804887317767776e-03,-4.317497816504515806e-01,-3.212975060785321912e-01,-2.789917994674840362e-01,2.953538787980422020e-01,-2.068422255333641491e-01,4.377620930020281187e-01,1.846088719705196446e-01,-5.855719192760123343e-02,4.486142099028969654e-01
-2.554313627270026754e-01,-1.253572960668003500e-01,-2.099646893785526713e-01,5.115163859120929191e-01,-4.776847140337199260e-01,1.901921618390934043e-01,4.430443844650612251e-01,-2.365376874174645871e-01,1.683530467714419721e-01,2.927579448319735378e-01
